,JM#,LQ Code,LQ Name,Density (lb/gal),pH,Viscosity (cP),Odor,Appearance,Clarity,Color,Quick Solids (%w/w),Foam Height,Date Tested,Adjustments?,QC Initials,Comments,ProdPush?,SubmittedBy,SubmittedTime,viscSpindle,viscSpeed,released
118,jm00004171,LQCD-PSLS-RT,LQ PL Lustrous Coat Conditioner RT,7.63,5.58,5860.0,PASS,PASS,PASS,PASS,,null,2021-04-30 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-15 15:22:02,,,
119,jm00004179,LQSP-RNSH-RT,LQ Spa Lavish Renew Shampoo Retail,,6.79,24050.0,PASS,PASS,PASS,PASS,,N/A,2021-04-29 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 10:44:28,,,
120,JM00004184,LQFT-HMSP,LQ FT Home & Pet Spray,,7.48,,,,,,,,2021-04-29 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
121,jm00004188,LQCL-MU,LQ UO Multi-Purpose,,8.4,,,,,,,,2021-05-04 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
122,JM00004191,LQTR-NCSH-RT,LQ TR Neem Citrus Shampoo Retail,,7.06,,,,,,,,2021-04-29 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
123,jm00004200,LQDS-DG,LQ DHS +Digestive Support,,3.96,,PASS,PASS,PASS,PASS,,null,2021-05-04 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-15 09:49:08,,,
124,JM00004213,LQFT-HMSP,LQ FT Home & Pet Spray,,7.11,,,,,,,,2021-05-10 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
125,JM00004221,LQTR-KBSP,LQ TR Kiwi Blossom Deod Spray,,7.14,,,,,,,,2021-05-12 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
126,jm00004234,LQPF-SMSH,LQ PF - Smooth Shampoo,8.6514,7.23,17760.0,PASS,PASS,PASS,PASS,,N/A,2021-05-13 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 13:10:39,,,
127,jm00004242,LQDS-DG,LQ DHS +Digestive Support,,3.95,,PASS,PASS,PASS,PASS,,null,2021-05-11 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-15 09:48:26,,,
128,JM00004253,LQPF-TRSP,LQ PF - Tangle Remover Spray,,6.65,,,,,,,,2021-05-20 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
129,JM00004257,LQFT-HMSP,LQ FT Home & Pet Spray,,6.98,,,,,,,,2021-05-14 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
130,jm00004261,LQSP-FHSH,LQ Spa Lavish For Him Shampoo,,6.97,16370.0,PASS,PASS,PASS,PASS,,N/A,2021-05-18 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 11:10:01,,,
131,jm00004265,LQPF-CNSH,LQ PF - Combination Shampoo,8.6162,7.16,13920.0,PASS,PASS,PASS,PASS,,null,2021-05-14 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 13:27:07,,,
132,jm00004266,LQPF-LHSH,LQ PF - Long Haired Shampoo,,7.16,12640.0,PASS,PASS,PASS,PASS,,null,2021-06-18 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 13:37:59,,,
133,JM00004270,LQHC-PPSH,LQ HC Pure Plum Shampoo,,7.1,17470.0,,,,,,,2021-05-18 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
134,jm00004272,LQOX-MDAISH,LQ OxyMed Medicated Anti-Itch Shampoo,,3.79,8304.0,,,,,,,2021-05-25 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
135,JM00004278,LQSH-DCWS,LQ SH Deep Cleansing Waterless,,7.47,,,,,,,,2021-05-20 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
136,JM00004279,LQSH-HAWS,LQ SH Hypo-Allergenic Waterless,,7.54,,,,,,,,2021-05-27 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
137,JM00004280,LQSH-FCWS,LQ SH Facial Cleanser Waterless,,7.81,,,,,,,,2021-06-08 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
138,jm00004281,LQSP-FRSH-RT,LQ Spa Lavish Fresh Shampoo Retail,,6.84,16610.0,PASS,PASS,PASS,PASS,,N/A,2021-05-21 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 11:16:30,,,
139,jm00004284,CM-ALEX,CM Aloe Extract,,4.48,,,,,,,,2021-05-20 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
140,jm00004294,LQFS-LVCD,LQ FS Lavish 4 in 1 Shampoo+Conditioner,,7.08,11520.0,,,,,,,2021-05-24 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
141,jm00004299,CM-SPEX,SPA Extracts,,5.97,,,,,,,,2021-05-24 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
142,JM00004301,LQTR-NCSH-RT,LQ TR Neem Citrus Shampoo Retail,,6.96,,,,,,,,2021-05-26 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
143,JM00004312,LQSH-DCWS,LQ SH Deep Cleansing Waterless,,7.51,,,,,,,,2021-05-25 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
144,JM00004326,LQPF-TRSP,LQ PF - Tangle Remover Spray,,6.75,,,,,,,,2021-06-01 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
145,JM00004329,LQSH-DCWS,LQ SH Deep Cleansing Waterless,,7.55,,,,,,,,2021-06-03 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
146,JM00004330,LQSH-HAWS,LQ SH Hypo-Allergenic Waterless,,7.52,,,,,,,,2021-06-03 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
147,JM00004332,LQSH-PYWS,LQ SH Papaya & Coconut Waterless,,7.49,,,,,,,,2021-06-09 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
148,jm00004337,LQDS-SC-CA,LQ DHS Supports Skin & Coat for Dogs-CAN,,3.71,,PASS,PASS,PASS,PASS,,null,2021-06-07 00:00:00,YES,Devin Brand,. 11 Lbs Citric,,Devin Brand,2023-02-15 08:40:55,,,
149,JM00004348,LQTR-ALSH-RT,LQ TR Aloe and Coconut Shampoo Retail,,6.86,17570.0,,,,,,,2021-06-04 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
150,jm00004351,LQOX-MDAISH,LQ OxyMed Medicated Anti-Itch Shampoo,,3.9,7728.0,,,,,,,2021-06-04 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
151,jm00004354,LQFS-LVCD,LQ FS Lavish 4 in 1 Shampoo+Conditioner,,6.97,10750.0,,,,,,,2021-06-08 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
152,jm00004368,LQDS-DG,LQ DHS +Digestive Support,,3.91,,PASS,PASS,PASS,PASS,,null,2021-06-14 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-15 09:47:46,,,
153,JM00004373,LQTR-NCSH,LQ TR Neem Citrus Shampoo,,7.49,,,,,,,,2021-06-10 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
154,JM00004375,LQFT-HMSP,LQ FT Home & Pet Spray,,7.23,,,,,,,,2021-06-11 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
155,JM00004379,LQSP-FHSH-RT,LQ Spa Lavish For Him Shampoo Retail,,6.63,19760.0,,,,,,,2021-06-11 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
156,JM00004382,LQSP-PRSH-RT,LQ SP Pure Shampoo Retail,,7.92,9216.0,,,,,,,2021-06-22 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
157,jm00004390,LQSP-RNSH-RT,LQ Spa Lavish Renew Shampoo Retail,,6.97,20210.0,PASS,PASS,PASS,PASS,,N/A,2021-06-17 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 10:43:32,,,
158,JM00004391,LQTR-KBSP,LQ TR Kiwi Blossom Deod Spray,,7.38,,,,,,,,2021-06-14 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
159,JM00004392,LQSP-MNOCFM,LQ-Oral Care Foam/Spray for Dogs,,3.72,,PASS,PASS,PASS,PASS,,null,2021-06-16 00:00:00,YES,Devin Brand,Historical Data; 0.75 Citric,,Devin Brand,2023-02-15 14:03:35,,,
160,jm00004393,CM-ALEX,CM Aloe Extract,,4.56,,,,,,,,2021-06-14 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
161,JM00004403,LQFT-HMSP,LQ FT Home & Pet Spray,,7.44,,,,,,,,2021-06-16 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
162,jm00004409,LQSP-FRSH-RT,LQ Spa Lavish Fresh Shampoo Retail,,6.66,7872.0,PASS,PASS,PASS,PASS,,N/A,2021-06-18 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 11:15:38,,,
163,JM00004410,LQPF-SDSH,LQ PF - Short Double Shampoo,,7.25,14160.0,pass,pass,pass,pass,,null,2021-06-18 00:00:00,no,SB,historical data upload,,Alexander Duchild,2022-10-24 10:23:07,,,
164,JM00004411,LQPF-CNSH,LQ PF - Combination Shampoo,,7.18,11280.0,pass,pass,pass,pass,,null,2021-06-21 00:00:00,no,null,historical data upload,,Alexander Duchild,2022-10-24 10:25:28,,,
165,jm00004412,LQPF-SMSH,LQ PF - Smooth Shampoo,8.6624,7.42,19920.0,PASS,PASS,PASS,PASS,,N/A,2021-06-25 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 13:09:39,,,
166,jm00004414,LQDS-DG-CA,LQ DHS +Digestive Support fo Dogs-CANADA,,3.75,,PASS,PASS,PASS,PASS,,null,2021-06-22 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-15 08:28:16,,,
167,jm00004415,LQDS-HJ-CA,LQ DHS +Hip & Joint Support for Dogs CAN,,3.74,,PASS,PASS,PASS,PASS,,null,2021-06-22 00:00:00,YES,Devin Brand,. 3 lbs citric,,Devin Brand,2023-02-15 08:35:25,,,
168,JM00004417,LQPF-TRSP,LQ PF - Tangle Remover Spray,,7.04,,,,,,,,2021-06-25 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
169,JM00004418,LQPL-MSSH-SS,LQ PL Moisturizing Shampoo SS,,7.66,,PASS,PASS,PASS,PASS,,null,2021-06-22 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-15 14:32:43,,,
170,jm00004423,LQCD-PSMS-RT,LQ PL Moisturizing Conditioner RT,,6.12,6440.0,PASS,PASS,PASS,PASS,,null,2021-06-22 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-15 15:27:17,,,
171,JM00004424,LQTR-KBSP,LQ TR Kiwi Blossom Deod Spray,,7.41,,,,,,,,2021-06-21 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
172,JM00004445,LQSH-DCWS,LQ SH Deep Cleansing Waterless,,7.53,,,,,,,,2021-07-16 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
173,JM00004446,LQSH-DRWS,LQ SH Dander Reducing Waterless Cat,,7.76,,,,,,,,2021-07-07 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
174,JM00004447,LQSH-FCWS,LQ SH Facial Cleanser Waterless,,7.7,,,,,,,,2021-07-19 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
175,JM00004448,LQSH-HAWS,LQ SH Hypo-Allergenic Waterless,,7.72,,,,,,,,2021-07-08 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
176,jm00004449,LQSH-FSWS,LQ Shampoo Fresh & Soothing Waterless,,8.1,,,,,,,,2021-07-08 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
177,JM00004450,LQSH-PYWS,LQ SH Papaya & Coconut Waterless,,7.8,,,,,,,,2021-07-07 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
178,JM00004452,LQFT-HMSP,LQ FT Home & Pet Spray,,7.25,,,,,,,,2021-06-24 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
179,JM00004459,LQSP-PRSH-RT,LQ SP Pure Shampoo Retail,,7.51,6192.0,,,,,,,2021-06-30 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
180,jm00004480,LQDS-DG,LQ DHS +Digestive Support,,3.91,,PASS,PASS,PASS,PASS,,null,2021-07-09 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-15 09:44:03,,,
181,JM00004485,LQSP-CMSH-RT,LQ Spa Lavish Comfort Shampoo Retail,,6.61,9264.0,,,,,,,2021-07-02 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
182,JM00004490,LQTR-NCSH,LQ TR Neem Citrus Shampoo,,6.96,,,,,,,,2021-07-02 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
183,jm00004498,CM-ALEX,CM Aloe Extract,,4.35,,,,,,,,2021-07-01 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
184,jm00004500,LQOX-MDAISH,LQ OxyMed Medicated Anti-Itch Shampoo,,3.54,9696.0,,,,,,,2021-07-06 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
185,jm00004501,LQPF-LHSH,LQ PF - Long Haired Shampoo,,6.75,12000.0,PASS,PASS,PASS,PASS,,null,2021-07-07 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 13:36:51,,,
186,jm00004502,LQPF-SDSH,LQ PF - Short Double Shampoo,8.5236,7.33,16800.0,PASS,PASS,PASS,PASS,,N/A,2021-07-08 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 11:35:26,,,
187,jm00004510,LQSP-FRSH,LQ Spa Lavish Fresh Shampoo,,6.38,10270.0,PASS,PASS,PASS,PASS,,N/A,2021-07-09 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 11:31:23,,,
188,JM00004514,LQPF-TRSP,LQ PF - Tangle Remover Spray,,7.47,,,,,,,,2021-07-08 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
189,jm00004516,LQSP-FRSH-RT,LQ Spa Lavish Fresh Shampoo Retail,,6.61,15360.0,PASS,PASS,PASS,PASS,,N/A,2021-07-12 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 11:14:50,,,
190,jm00004521,LQDS-SC-CA,LQ DHS Supports Skin & Coat for Dogs-CAN,,3.57,,PASS,PASS,PASS,PASS,,null,2021-07-13 00:00:00,YES,Devin Brand,; 3.5 lbs Citric,,Devin Brand,2023-02-15 08:39:35,,,
191,jm00004526,LQPF-SMSH,LQ PF - Smooth Shampoo,8.65,6.66,18240.0,PASS,PASS,PASS,PASS,,N/A,2021-07-14 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 13:08:36,,,
192,JM00004546,LQFT-HMSP,LQ FT Home & Pet Spray,,7.05,,,,,,,,2021-07-16 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
193,JM00004547,LQFT-HMSP,LQ FT Home & Pet Spray,,7.23,,,,,,,,2021-07-19 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
194,jm00004549,LQCL-MU,LQ UO Multi-Purpose,,8.4,,,,,,,,2021-07-20 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
195,JM00004554,LQTR-NCSH-RT,LQ TR Neem Citrus Shampoo Retail,,6.83,,,,,,,,2021-07-20 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
196,JM00004556,LQTR-ALSH-RT,LQ TR Aloe and Coconut Shampoo Retail,,6.64,18480.0,,,,,,,2021-07-20 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
197,JM00004564,LQHC-PPSH,LQ HC Pure Plum Shampoo,,6.97,13680.0,,,,,,,2021-07-21 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
198,jm00004566,LQOX-MDAISH,LQ OxyMed Medicated Anti-Itch Shampoo,,3.47,9120.0,,,,,,,2021-07-21 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
199,jm00004573,LQDS-DG,LQ DHS +Digestive Support,,3.94,,PASS,PASS,PASS,PASS,,,2021-07-23 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-15 09:46:54,,,
200,jm00004574,LQPF-CNSH,LQ PF - Combination Shampoo,,6.7,22080.0,PASS,PASS,PASS,PASS,,,2021-07-22 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 13:25:37,,,
201,JM00004575,LQPF-SDSH,LQ PF - Short Double Shampoo,,7.0,16400.0,pass,pass,pass,pass,,null,2021-07-22 00:00:00,no,SB,historical data upload,,Alexander Duchild,2022-10-24 10:23:51,,,
202,JM00004583,LQFT-HMSP,LQ FT Home & Pet Spray,,7.21,,,,,,,,2021-07-26 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
203,jm00004585,LQFS-LVCD,LQ FS Lavish 4 in 1 Shampoo+Conditioner,,6.56,5568.0,,,,,,,2021-07-26 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
204,JM00004586,LQSH-DRWS,LQ SH Dander Reducing Waterless Cat,,7.78,,,,,,,,2021-07-23 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
205,JM00004587,LQSH-FCWS,LQ SH Facial Cleanser Waterless,,7.53,,,,,,,,2021-07-27 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
206,JM00004588,LQSH-PYWS,LQ SH Papaya & Coconut Waterless,,7.44,,,,,,,,2021-07-28 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
207,JM00004589,LQSH-HAWS,LQ SH Hypo-Allergenic Waterless,,7.48,,,,,,,,2021-07-28 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
208,JM00004590,LQSH-DCWS,LQ SH Deep Cleansing Waterless,,7.4,,,,,,,,2021-08-11 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
209,jm00004596,CM-ALEX,CM Aloe Extract,,4.29,,,,,,,,2021-07-27 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
210,jm00004598,LQSP-MNOCFM,LQ-Oral Care Foam/Spray for Dogs,,3.74,,PASS,PASS,PASS,PASS,,null,2021-07-28 00:00:00,YES,Devin Brand,Historical Data; 1.7 lbs Citric,,Devin Brand,2023-02-15 14:02:26,,,
211,JM00004607,LQTR-KBSP,LQ TR Kiwi Blossom Deod Spray,,7.08,,,,,,,,2021-07-29 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
212,jm00004617,LQDS-DG,LQ DHS +Digestive Support,,3.95,,PASS,PASS,PASS,PASS,,null,2021-07-29 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-15 09:45:59,,,
213,jm00004623,LQPL-MSSH-SS,LQ PL Moisturizing Shampoo SS,,7.73,,PASS,PASS,PASS,PASS,,null,2021-08-03 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-15 14:31:47,,,
214,jm00004627,LQDS-HJ-CA,LQ DHS +Hip & Joint Support for Dogs CAN,,3.68,,PASS,PASS,PASS,PASS,,null,2021-08-03 00:00:00,YES,Devin Brand,.  3 lbs Citric,,Devin Brand,2023-02-15 08:34:24,,,
215,jm00004631,LQSP-FHSH,LQ Spa Lavish For Him Shampoo,,6.16,15500.0,PASS,PASS,PASS,PASS,,N/A,2021-08-04 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 11:08:39,,,
216,JM00004636,LQTR-GNSH-RT,LQ TR Gentle Coconut Puppy Shampoo - RT,,6.66,10420.0,,,,,,,2021-08-03 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
217,jm00004643,LQSP-CMSH,LQ Spa Lavish Comfort Shampoo,,6.16,17330.0,PASS,PASS,PASS,PASS,,N/A,2021-08-09 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 10:59:09,,,
218,jm00004650,CM-ALEX,CM Aloe Extract,,4.38,,,,,,,,2021-08-10 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
219,JM00004663,LQTR-NCSH,LQ TR Neem Citrus Shampoo,,6.69,,,,,,,,2021-08-13 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
220,jm00004668,LQSH-LH,LQ SH - Long Haired,,6.45,12720.0,PASS,PASS,PASS,PASS,,null,2021-08-16 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 13:35:38,,,
221,jm00004669,LQSH-SM,LQ SH - Smooth,,7.14,14200.0,PASS,PASS,PASS,PASS,,N/A,2021-08-18 00:00:00,Yes,Devin Brand,Historical Data,,Devin Brand,2023-02-14 13:07:25,,,
222,JM00004677,LQFT-HMSP,LQ FT Home & Pet Spray,,7.1,,,,,,,,2021-08-18 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
223,JM00004680,LQHC-PPSH,LQ HC Pure Plum Shampoo,,6.83,12290.0,,,,,,,2021-08-18 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
224,jm00004681,LQOX-MDAISH,LQ OxyMed Medicated Anti-Itch Shampoo,,3.6,8208.0,,,,,,,2021-08-17 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
225,JM00004691,LQTR-PYSH-RT,LQ TR Papaya & Coconut Shampoo Retail,,6.86,9840.0,,,,,,,2021-08-19 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
226,jm00004697,LQTR-AFEC,LQ TropiClean Alcohol Free Ear Cleaner,,2.09,,PASS,PASS,PASS,PASS,,null,2021-08-24 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 14:20:48,,,
227,jm00004706,LQDS-DG,LQ DHS +Digestive Support,,3.92,,PASS,PASS,PASS,PASS,,null,2021-08-31 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-15 09:41:37,,,
228,JM00004711,LQFT-HMSP,LQ FT Home & Pet Spray,,6.88,,,,,,,,2021-08-30 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
229,JM00004713,LQTR-NCSH-RT,LQ TR Neem Citrus Shampoo Retail,,6.91,,,,,,,,2021-08-26 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
230,jm00004732,LQFS-IRSP,LQ FS Itch Relief Spray,,5.01,,PASS,PASS,PASS,PASS,,null,2021-09-01 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-15 14:47:44,,,
231,jm00004733,LQTR-AFEC,LQ TropiClean Alcohol Free Ear Cleaner,,2.18,,PASS,PASS,PASS,PASS,,null,2021-09-02 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-14 14:20:04,,,
232,JM00004734,LQSH-CN,LQ SH - Combination,,6.96,15240.0,pass,pass,pass,pass,,null,2021-09-08 00:00:00,yes,SB,historical data upload. Added an additional 10lbs or 0.2% of salt to this batch,,Alexander Duchild,2022-10-24 10:25:42,,,
233,JM00004735,LQSH-SD,LQ SH - Short Double,,6.63,16560.0,pass,pass,pass,pass,,null,2021-09-09 00:00:00,no,JB,historical data upload,,Alexander Duchild,2022-10-24 10:24:05,,,
234,JM00004736,LQFT-HMSP,LQ FT Home & Pet Spray,,6.99,,,,,,,,2021-09-20 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
235,jm00004738,LQFS-LVCD,LQ FS Lavish 4 in 1 Shampoo+Conditioner,,6.7,7392.0,,,,,,,2021-09-07 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
236,jm00004757,LQCL-YK,"LQ UO Yard Clean, Yard & Kennel Odor Eli",,7.14,,,,,,,,2021-09-19 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
237,JM00004761,LQTR-AWSH,LQ TR Awapuhi and Coconut Shampoo,,6.39,10510.0,,,,,,,2021-09-13 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
238,jm00004764,LQSP-CMSH,LQ Spa Lavish Comfort Shampoo,,6.42,22320.0,PASS,PASS,PASS,PASS,,N/A,2021-09-14 00:00:00,YES,Devin Brand,Historical Data,,Devin Brand,2023-02-14 10:57:17,,,
239,JM00004765,LQTR-PYSH-RT,LQ TR Papaya & Coconut Shampoo Retail,,6.67,8784.0,,,,,,,2021-09-15 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
240,JM00004767,LQTR-NCSH-RT,LQ TR Neem Citrus Shampoo Retail,,6.73,,,,,,,,2021-09-15 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
241,jm00004768,LQSP-MNOCFM,LQ-Oral Care Foam/Spray for Dogs,,3.79,,PASS,PASS,PASS,PASS,,null,2021-09-15 00:00:00,YES,Devin Brand,Historical Data; 1.1 lbs Citric,,Devin Brand,2023-02-15 13:55:54,,,
242,jm00004776,LQFS-IRSP,LQ FS Itch Relief Spray,,5.11,,PASS,PASS,PASS,PASS,,null,2021-09-16 00:00:00,NO,Devin Brand,Historical Data,,Devin Brand,2023-02-15 14:47:07,,,
